taxiid,timestamp,lat,log
6401,2008-02-02 13:35:38,116.34653,39.93933
6401,2008-02-02 13:39:01,116.34594,39.94042
6401,2008-02-02 13:44:01,116.32921,39.95459
6401,2008-02-02 13:46:03,116.32919,39.95715
6401,2008-02-02 13:51:03,116.3279,39.96626
6401,2008-02-02 13:56:03,116.31943,39.96749
6401,2008-02-02 14:01:03,116.31963,39.97013
6401,2008-02-02 14:06:03,116.31385,39.96831
6401,2008-02-02 14:11:03,116.31384,39.96822
6401,2008-02-02 14:21:03,116.31656,39.95819
6401,2008-02-02 14:24:59,116.31437,39.95188
6401,2008-02-02 14:29:59,116.31949,39.93778
6401,2008-02-02 14:32:03,116.32266,39.93745
6401,2008-02-02 14:37:03,116.32781,39.92594
6401,2008-02-02 14:42:03,116.33172,39.92158
6401,2008-02-02 14:47:03,116.33542,39.92241
6401,2008-02-02 14:52:03,116.33594,39.92194
6401,2008-02-02 14:52:09,116.33607,39.92193
6401,2008-02-02 14:57:23,116.34723,39.91422
6401,2008-02-02 15:02:23,116.34528,39.91278
6401,2008-02-02 15:07:23,116.32858,39.91823
6401,2008-02-02 15:07:23,116.32858,39.91823
6401,2008-02-02 15:12:23,116.33297,39.92166
6401,2008-02-02 15:12:23,116.33297,39.92166
6401,2008-02-02 15:14:15,116.33569,39.9217
6401,2008-02-02 15:19:15,116.33859,39.91755
6401,2008-02-02 15:22:56,116.34022,39.90737
6401,2008-02-02 15:27:44,116.3353,39.91244
6401,2008-02-02 15:32:44,116.32863,39.91944
6401,2008-02-02 15:37:44,116.32849,39.92618
6401,2008-02-02 15:44:19,116.31955,39.9398
6401,2008-02-02 15:47:44,116.31837,39.94852
6401,2008-02-02 15:52:44,116.33833,39.95691
6401,2008-02-02 15:57:28,116.34914,39.95322
6401,2008-02-02 15:59:31,116.34898,39.95484
6401,2008-02-02 16:04:31,116.34475,39.95679
6401,2008-02-02 16:09:31,116.33264,39.95657
6401,2008-02-02 16:09:31,116.33264,39.95657
6401,2008-02-02 16:13:49,116.31574,39.95548
6401,2008-02-02 16:18:49,116.31543,39.96539
6401,2008-02-02 16:23:49,116.31496,39.96588
6401,2008-02-02 16:23:54,116.31496,39.96588
6401,2008-02-02 16:28:54,116.32994,39.96607
6401,2008-02-02 16:33:54,116.34745,39.95822
6401,2008-02-02 16:38:54,116.34742,39.95782
6401,2008-02-02 16:43:54,116.34791,39.95752
6401,2008-02-02 16:48:54,116.34979,39.94732
6401,2008-02-02 16:48:54,116.34979,39.94732
6401,2008-02-02 16:51:27,116.34891,39.94095
6401,2008-02-02 16:56:27,116.3457,39.94116
6401,2008-02-02 16:57:10,116.34571,39.94043
6401,2008-02-02 17:02:10,116.30036,39.94244
6401,2008-02-02 17:07:10,116.27773,39.94524
6401,2008-02-02 17:12:10,116.26986,39.94558
6401,2008-02-02 17:17:10,116.26302,39.94932
6401,2008-02-02 17:17:53,116.26301,39.94933
6401,2008-02-02 17:17:53,116.26301,39.94933
6401,2008-02-02 17:22:53,116.26327,39.95361
6401,2008-02-02 17:27:53,116.26327,39.95361
6401,2008-02-02 17:32:53,116.26327,39.95361
6401,2008-02-02 17:37:53,116.26327,39.95361
6401,2008-02-02 17:42:53,116.26677,39.95248
6401,2008-02-02 17:47:53,116.2674,39.95248
6401,2008-02-02 17:50:39,116.26869,39.95263
6401,2008-02-02 17:55:39,116.28087,39.97525
6401,2008-02-02 18:15:39,116.27648,40.01979
6401,2008-02-02 18:22:49,116.27988,40.01582
6401,2008-02-02 18:27:49,116.29282,39.98965
6401,2008-02-02 18:32:49,116.30824,39.98345
6401,2008-02-02 18:37:27,116.31028,39.98232
6401,2008-02-02 18:42:27,116.29991,39.98144
6401,2008-02-02 18:47:27,116.29847,39.99221
6401,2008-02-02 18:52:27,116.31283,40.00779
6401,2008-02-02 18:57:27,116.31684,40.02036
6401,2008-02-02 19:02:27,116.31017,40.01649
6401,2008-02-02 19:07:27,116.30899,39.9984
6401,2008-02-02 19:12:27,116.31133,39.98389
6401,2008-02-02 19:17:27,116.34716,39.98411
6401,2008-02-02 19:22:27,116.34991,39.94345
6401,2008-02-02 19:24:53,116.34911,39.93856
6401,2008-02-02 19:29:53,116.3503,39.9391
6401,2008-02-02 19:32:16,116.3503,39.93843
6401,2008-02-02 19:37:16,116.32461,39.93721
6401,2008-02-02 19:42:16,116.31764,39.95382
6401,2008-02-02 19:47:16,116.31126,39.95371
6401,2008-02-02 19:48:01,116.31128,39.95307
6401,2008-02-02 19:53:01,116.31763,39.95212
6401,2008-02-02 19:54:25,116.31791,39.9499
6401,2008-02-02 19:59:25,116.31906,39.93442
6401,2008-02-02 20:04:25,116.31957,39.93086
6401,2008-02-02 20:06:41,116.31633,39.92698
6401,2008-02-02 20:09:25,116.31154,39.92698
6401,2008-02-02 20:14:25,116.3045,39.92983
6401,2008-02-02 20:19:25,116.29835,39.93117
6401,2008-02-02 20:24:25,116.29779,39.93434
6401,2008-02-02 20:27:15,116.29863,39.93684
6401,2008-02-02 20:34:52,116.31114,39.95087
6401,2008-02-02 20:39:52,116.31638,39.96342
6401,2008-02-02 20:44:52,116.31189,39.97422
6401,2008-02-02 20:47:54,116.31096,39.97879
6401,2008-02-02 20:51:04,116.31088,39.9764
6401,2008-02-02 20:56:04,116.31478,39.96639
6401,2008-02-02 21:01:04,116.31789,39.95083
6401,2008-02-02 21:10:10,116.35101,39.9389
6401,2008-02-02 21:15:10,116.3456,39.9402
6401,2008-02-02 21:20:10,116.33447,39.93726
6401,2008-02-02 21:23:01,116.32276,39.93749
6401,2008-02-02 21:28:01,116.35502,39.94384
6401,2008-02-02 21:33:01,116.37517,39.97357
6401,2008-02-02 21:38:01,116.36373,40.00071
6401,2008-02-02 21:41:41,116.36667,40.00592
6401,2008-02-02 21:46:41,116.36361,40.00547
6401,2008-02-02 21:58:48,116.33373,40.00267
6401,2008-02-02 22:01:41,116.32738,39.99465
6401,2008-02-02 22:05:23,116.31951,39.99133
6401,2008-02-02 22:08:06,116.31027,39.99087
6401,2008-02-02 22:13:06,116.31003,39.9826
6401,2008-02-02 22:13:21,116.30961,39.98155
6401,2008-02-02 22:18:21,116.31045,39.96424
6401,2008-02-02 22:21:38,116.30554,39.96102
6401,2008-02-02 22:26:38,116.316,39.96319
6401,2008-02-02 22:31:38,116.31597,39.96264
6401,2008-02-02 22:37:03,116.31924,39.94091
6401,2008-02-02 22:37:03,116.31924,39.94091
6401,2008-02-02 22:42:03,116.3038,39.93415
6401,2008-02-02 22:47:03,116.30414,39.92302
6401,2008-02-02 22:52:03,116.30406,39.91216
6401,2008-02-02 22:57:03,116.30404,39.90037
6401,2008-02-02 23:02:03,116.30457,39.88343
6401,2008-02-02 23:07:03,116.32027,39.88805
6401,2008-02-02 23:19:32,116.33141,39.89595
6401,2008-02-02 23:24:32,116.35078,39.89967
6401,2008-02-02 23:26:36,116.35657,39.90268
6401,2008-02-02 23:31:36,116.33855,39.89663
6401,2008-02-02 23:36:36,116.28813,39.89593
6401,2008-02-02 23:44:40,116.2776,39.84531
6401,2008-02-02 23:44:40,116.2776,39.84531
6401,2008-02-02 23:46:36,116.2802,39.83772
6401,2008-02-02 23:46:46,116.28021,39.83772
6401,2008-02-02 23:51:46,116.28021,39.83769
6401,2008-02-02 23:56:46,116.2802,39.83768
6401,2008-02-03 00:01:46,116.28021,39.83767
6401,2008-02-03 00:06:46,116.28027,39.83782
6401,2008-02-03 00:11:46,116.27706,39.85694
6401,2008-02-03 00:16:46,116.27449,39.8957
6401,2008-02-03 00:27:50,116.35718,39.89934
6401,2008-02-03 00:32:05,116.35708,39.89526
6401,2008-02-03 00:37:05,116.35769,39.87915
6401,2008-02-03 00:42:05,116.35701,39.86525
6401,2008-02-03 00:42:21,116.35701,39.86525
6401,2008-02-03 00:47:21,116.34687,39.8672
6401,2008-02-03 00:52:21,116.32853,39.87178
6401,2008-02-03 00:52:21,116.32853,39.87178
6401,2008-02-03 00:58:01,116.29379,39.86536
6401,2008-02-03 01:02:16,116.2776,39.86568
6401,2008-02-03 01:07:16,116.26816,39.88757
6401,2008-02-03 01:22:16,116.31358,39.89481
6401,2008-02-03 01:27:16,116.31353,39.89472
6401,2008-02-03 01:32:16,116.31353,39.89472
6401,2008-02-03 01:37:16,116.31353,39.89472
6401,2008-02-03 01:42:16,116.31353,39.89472
6401,2008-02-03 01:47:16,116.31353,39.89472
6401,2008-02-03 01:52:16,116.31353,39.89472
6401,2008-02-03 01:57:16,116.31353,39.89472
6401,2008-02-03 02:17:16,116.31353,39.89472
6401,2008-02-03 02:22:16,116.31353,39.89472
6401,2008-02-03 02:34:24,116.35898,39.86784
6401,2008-02-03 02:37:01,116.36736,39.86244
6401,2008-02-03 02:42:01,116.37397,39.84911
6401,2008-02-03 02:44:57,116.3702,39.84041
6401,2008-02-03 02:54:57,116.39441,39.82989
6401,2008-02-03 02:59:57,116.39564,39.81521
6401,2008-02-03 03:04:57,116.40869,39.80389
6401,2008-02-03 03:09:57,116.42021,39.78202
6401,2008-02-03 03:14:57,116.44335,39.75921
6401,2008-02-03 03:19:57,116.45822,39.72267
6401,2008-02-03 03:24:58,116.45817,39.72267
6401,2008-02-03 03:29:57,116.45819,39.72266
6401,2008-02-03 03:34:57,116.45821,39.72265
6401,2008-02-03 03:39:57,116.45822,39.72265
6401,2008-02-03 03:54:57,116.47906,39.7011
6401,2008-02-03 03:59:57,116.50006,39.67785
6401,2008-02-03 04:04:57,116.50007,39.67787
6401,2008-02-03 04:09:57,116.50011,39.67787
6401,2008-02-03 04:19:57,116.52214,39.6347
6401,2008-02-03 04:24:57,116.53213,39.61125
6401,2008-02-03 04:24:57,116.53213,39.61125
6401,2008-02-03 04:29:57,116.53213,39.6113
6401,2008-02-03 04:34:57,116.53216,39.61133
6401,2008-02-03 04:39:57,116.53214,39.61134
6401,2008-02-03 04:44:57,116.53216,39.61141
6401,2008-02-03 04:49:57,116.53219,39.6113
6401,2008-02-03 04:54:57,116.53216,39.61129
6401,2008-02-03 04:59:56,116.53216,39.61131
6401,2008-02-03 05:04:56,116.53216,39.61131
6401,2008-02-03 05:09:56,116.53216,39.61132
6401,2008-02-03 05:14:56,116.53216,39.61132
6401,2008-02-03 05:19:56,116.53217,39.61134
6401,2008-02-03 05:29:56,116.53217,39.61134
6401,2008-02-03 05:34:56,116.53217,39.61135
6401,2008-02-03 05:39:56,116.53217,39.61135
6401,2008-02-03 05:44:56,116.53218,39.61135
6401,2008-02-03 05:49:56,116.53218,39.61135
6401,2008-02-03 06:09:56,116.53218,39.61135
6401,2008-02-03 06:19:56,116.53216,39.61132
6401,2008-02-03 06:24:56,116.53215,39.61134
6401,2008-02-03 06:29:56,116.53214,39.61134
6401,2008-02-03 06:34:56,116.53214,39.61133
6401,2008-02-03 06:39:56,116.53226,39.61114
6401,2008-02-03 06:49:56,116.53219,39.61122
6401,2008-02-03 06:49:56,116.53219,39.61122
6401,2008-02-03 06:54:56,116.53217,39.61124
6401,2008-02-03 06:59:56,116.53217,39.61124
6401,2008-02-03 07:04:56,116.53217,39.61124
6401,2008-02-03 07:09:56,116.53218,39.61124
6401,2008-02-03 07:14:56,116.53218,39.61124
6401,2008-02-03 07:19:56,116.53217,39.61124
6401,2008-02-03 07:29:56,116.53217,39.61125
6401,2008-02-03 07:39:56,116.53216,39.61125
6401,2008-02-03 07:44:56,116.53215,39.61125
6401,2008-02-03 07:54:56,116.53214,39.61138
6401,2008-02-03 07:59:55,116.5321,39.61129
6401,2008-02-03 08:04:55,116.53208,39.61128
6401,2008-02-03 08:09:55,116.53213,39.61127
6401,2008-02-03 08:14:55,116.53022,39.61197
6401,2008-02-03 08:19:55,116.4984,39.63039
6401,2008-02-03 08:39:55,116.44273,39.76198
6401,2008-02-03 08:44:57,116.44554,39.79764
6401,2008-02-03 08:49:57,116.4366,39.8127
6401,2008-02-03 08:54:57,116.40923,39.83075
6401,2008-02-03 08:59:57,116.3468,39.82989
6401,2008-02-03 09:04:57,116.32486,39.84765
6401,2008-02-03 09:09:57,116.30487,39.88127
6401,2008-02-03 09:14:57,116.31383,39.89548
6401,2008-02-03 09:14:57,116.31383,39.89548
6401,2008-02-03 09:15:32,116.31385,39.89548
6401,2008-02-03 09:25:32,116.30665,39.89512
6401,2008-02-03 09:30:32,116.30756,39.89555
6401,2008-02-03 09:35:32,116.30756,39.89555
6401,2008-02-03 09:40:32,116.30756,39.89555
6401,2008-02-03 09:45:32,116.30756,39.89555
6401,2008-02-03 09:54:25,116.34179,39.8963
6401,2008-02-03 09:59:34,116.35071,39.89906
6401,2008-02-03 10:04:25,116.34958,39.93228
6401,2008-02-03 10:07:17,116.41919,39.94894
6401,2008-02-03 10:09:25,116.34829,39.96879
6401,2008-02-03 10:14:25,116.34725,39.98026
6401,2008-02-03 10:21:21,116.33653,39.97543
6401,2008-02-03 10:26:21,116.32771,39.96698
6401,2008-02-03 10:31:21,116.30332,39.95212
6401,2008-02-03 10:36:21,116.30413,39.91519
6401,2008-02-03 10:41:21,116.27228,39.89585
6401,2008-02-03 10:46:21,116.22378,39.8961
6401,2008-02-03 10:58:18,116.23779,39.8884
6401,2008-02-03 11:03:18,116.24705,39.90595
6401,2008-02-03 11:08:18,116.24905,39.90602
6401,2008-02-03 11:13:18,116.25863,39.90747
6401,2008-02-03 11:15:41,116.25833,39.91347
6401,2008-02-03 11:18:18,116.25867,39.92243
6401,2008-02-03 11:23:18,116.28636,39.9229
6401,2008-02-03 11:28:26,116.30957,39.92212
6401,2008-02-03 11:33:26,116.31608,39.92201
6401,2008-02-03 11:34:28,116.31612,39.92207
6401,2008-02-03 11:39:28,116.30406,39.93494
6401,2008-02-03 11:44:28,116.31304,39.96485
6401,2008-02-03 12:06:17,116.30163,39.95805
6401,2008-02-03 12:11:17,116.30044,39.95634
6401,2008-02-03 12:13:16,116.30044,39.95635
6401,2008-02-03 12:18:16,116.30347,39.94667
6401,2008-02-03 12:18:16,116.30347,39.94667
6401,2008-02-03 12:18:16,116.30347,39.94667
6401,2008-02-03 12:23:16,116.27715,39.94532
6401,2008-02-03 12:38:15,116.21627,39.95381
6401,2008-02-03 12:43:15,116.20193,39.92347
6401,2008-02-03 15:57:34,116.41571,39.94803
6401,2008-02-03 16:01:43,116.4294,39.93988
6401,2008-02-03 16:06:43,116.43042,39.93259
6401,2008-02-03 16:07:10,116.43062,39.9338
6401,2008-02-03 16:12:10,116.44414,39.93425
6401,2008-02-03 16:22:10,116.45016,39.91906
6401,2008-02-03 16:25:20,116.45193,39.90996
6401,2008-02-03 16:30:20,116.45167,39.91372
6401,2008-02-03 16:40:20,116.44985,39.91724
6401,2008-02-03 16:41:00,116.45053,39.91752
6401,2008-02-03 16:46:00,116.44533,39.92162
6401,2008-02-03 16:51:00,116.44415,39.93161
6401,2008-02-03 16:56:00,116.44802,39.94115
6401,2008-02-03 16:57:32,116.44782,39.94133
6401,2008-02-03 17:02:32,116.44935,39.94653
6401,2008-02-03 17:07:32,116.44894,39.94656
6401,2008-02-03 17:12:32,116.44916,39.94658
6401,2008-02-03 17:17:32,116.44915,39.9466
6401,2008-02-03 17:22:32,116.44929,39.94652
6401,2008-02-03 17:26:37,116.44911,39.94626
6401,2008-02-03 17:31:37,116.44174,39.93999
6401,2008-02-03 17:36:37,116.42712,39.93656
6401,2008-02-03 17:41:37,116.42787,39.92579
6401,2008-02-03 17:46:37,116.42846,39.91795
6401,2008-02-03 17:51:37,116.42767,39.90724
6401,2008-02-03 17:56:37,116.41878,39.90707
6401,2008-02-03 18:01:37,116.40939,39.90744
6401,2008-02-03 18:06:37,116.40218,39.90667
6401,2008-02-03 18:06:37,116.40218,39.90667
6401,2008-02-03 18:11:37,116.38975,39.90165
6401,2008-02-03 18:16:37,116.36946,39.8984
6401,2008-02-03 18:20:40,116.36885,39.89425
6401,2008-02-03 18:25:40,116.37076,39.89684
