taxiid,timestamp,lat,log
1116,2008-02-05 17:01:34,115.96809,40.46161
1116,2008-02-05 17:06:35,115.96809,40.46161
1116,2008-02-05 17:16:39,115.96809,40.46161
1116,2008-02-05 17:21:40,115.96809,40.46161
1116,2008-02-05 17:26:42,115.96809,40.46161
1116,2008-02-05 17:31:44,115.96809,40.46161
1116,2008-02-05 17:36:45,115.96809,40.46161
1116,2008-02-05 17:41:47,115.96809,40.46161
1116,2008-02-05 18:08:04,115.97366,40.46695
1116,2008-02-05 18:13:05,115.96438,40.46428
1116,2008-02-05 18:18:06,115.96255,40.45506
1116,2008-02-05 18:23:08,115.96226,40.45471
1116,2008-02-05 18:28:09,115.97094,40.47015
1116,2008-02-05 18:33:11,115.98336,40.51703
1116,2008-02-05 18:50:22,116.02668,40.55422
1116,2008-02-06 12:16:38,116.02679,40.55426
1116,2008-02-06 12:21:40,116.02679,40.55426
1116,2008-02-06 12:26:41,116.02679,40.55426
1116,2008-02-06 12:31:43,116.02679,40.55426
1116,2008-02-06 12:41:46,116.01708,40.54473
1116,2008-02-06 12:46:48,115.98617,40.52405
1116,2008-02-06 12:51:49,115.98244,40.47213
1116,2008-02-06 13:00:52,115.96905,40.46379
1116,2008-02-06 13:55:16,115.97137,40.46456
1116,2008-02-06 14:00:18,115.98026,40.4975
1116,2008-02-06 14:05:19,116.00991,40.53642
1116,2008-02-06 14:11:21,116.01634,40.5443
1116,2008-02-06 14:16:23,116.01634,40.5443
1116,2008-02-06 14:44:37,116.01633,40.54196
1116,2008-02-06 14:44:37,116.01633,40.54196
1116,2008-02-07 08:31:56,116.02674,40.55416
1116,2008-02-07 08:36:58,116.02674,40.55416
1116,2008-02-07 08:41:59,116.01913,40.54987
1116,2008-02-07 08:47:01,116.01629,40.54426
1116,2008-02-07 08:52:03,116.02675,40.55422
1116,2008-02-07 08:57:04,116.01634,40.54421
1116,2008-02-07 08:57:04,116.01634,40.54421
1116,2008-02-07 09:02:06,116.01634,40.54421
1116,2008-02-07 09:07:08,116.01634,40.54421
1116,2008-02-07 09:12:09,116.01634,40.54421
1116,2008-02-07 09:17:11,116.01634,40.54421
1116,2008-02-07 09:22:12,116.00623,40.54236
1116,2008-02-07 09:27:14,116.01664,40.54862
1116,2008-02-07 11:06:53,116.01172,40.54428
1116,2008-02-07 11:16:56,115.974,40.46914
1116,2008-02-07 11:21:58,115.97399,40.46697
1116,2008-02-07 11:26:59,115.97399,40.46697
1116,2008-02-07 11:37:03,115.97188,40.46409
1116,2008-02-07 11:42:04,115.96257,40.45515
1116,2008-02-07 11:47:06,115.96265,40.4552
1116,2008-02-07 11:52:08,115.97921,40.4396
1116,2008-02-07 11:57:09,115.94811,40.38025
1116,2008-02-07 12:02:11,115.97898,40.35916
1116,2008-02-07 12:07:12,116.00128,40.30947
1116,2008-02-07 12:17:15,116.1205,40.25456
1116,2008-02-07 12:22:17,116.16378,40.23032
1116,2008-02-07 12:27:18,116.21672,40.21121
1116,2008-02-07 12:32:20,116.23339,40.17726
1116,2008-02-07 12:37:22,116.26042,40.13458
1116,2008-02-07 12:42:23,116.28655,40.10024
1116,2008-02-07 12:47:25,116.28362,40.07712
1116,2008-02-07 12:52:27,116.30865,40.03621
1116,2008-02-07 12:57:28,116.31945,40.03045
1116,2008-02-07 13:02:30,116.31819,40.02981
1116,2008-02-07 13:29:44,116.31145,40.03336
1116,2008-02-07 13:34:46,116.31281,40.0401
1116,2008-02-07 13:39:47,116.30568,40.03537
1116,2008-02-07 13:44:49,116.31216,40.0109
1116,2008-02-07 13:49:51,116.31004,39.9847
1116,2008-02-07 13:54:52,116.31254,39.97135
1116,2008-02-07 13:59:54,116.32708,39.97514
1116,2008-02-07 14:04:55,116.33153,39.98671
1116,2008-02-07 14:09:57,116.34684,39.99138
1116,2008-02-07 14:14:59,116.34989,39.94589
1116,2008-02-07 14:20:00,116.35039,39.90021
1116,2008-02-07 14:25:02,116.32096,39.88891
1116,2008-02-07 14:30:04,116.31451,39.90643
1116,2008-02-07 14:35:05,116.30448,39.92203
1116,2008-02-07 14:40:07,116.29782,39.93502
1116,2008-02-07 14:40:07,116.29782,39.93502
1116,2008-02-07 14:45:09,116.29558,39.93617
1116,2008-02-07 14:50:10,116.30159,39.94161
1116,2008-02-07 14:55:12,116.30389,39.94135
1116,2008-02-07 15:00:14,116.31066,39.90587
1116,2008-02-07 15:05:15,116.31487,39.90681
1116,2008-02-07 15:10:17,116.28918,39.89619
1116,2008-02-07 15:15:19,116.28939,39.88835
1116,2008-02-07 15:29:27,116.30113,39.90593
1116,2008-02-07 15:34:28,116.31273,39.9223
1116,2008-02-07 15:39:30,116.33544,39.92181
